,heavy,28,pP4_H_C5.d,1.651,490546,37729,0,0,0,0,0,528276,99.68,0.32,0,0,0,0,0,100.00,99.68, 0.32, 0.05
,heavy,28,pP4_H_VPA5.d,1.648,213747,16413,0,0,19394,0,0,249554,91.15,0.28,0,0,8.56,0,0,100.00,91.15, 8.85, 5.76
,solv,28,psol2.d,1.727,12917,0,57711,0,0,0,0,70628,18.00,0,82.00,0,0,0,0,100.00,18.00, 82.00, 27.33
,solv,28,psol3.d,1.894,15261,0,0,0,33469,0,0,48730,30.46,0,0,0,69.54,0,0,100.00,30.46, 69.54, 46.36
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,4.64,3.789,2.72,2.438
,light,2.57,1.858,1.41,1.215
,heavy,6.34,9.502,3.26,5.025
,solv,75.77,,36.85

Deoxyribose, Formula, C5H10O4
, Tgt RT, 2.300, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,135.06519,136.07146,137.07774,138.08402,139.09029,140.09657,141.10285,142.10912,143.11540,144.12168,145.12795,Sum,135.06519,136.07146,137.07774,138.08402,139.09029,140.09657,141.10285,142.10912,143.11540,144.12168,145.12795,Sum, Unlabeled, Labeled, Labeling
,mix,34,pmix1.d,1.936,0,0,0,0,0,0,0,0,2282,0,0,2282,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,mix,34,pmix2.d,1.967,0,0,0,0,0,0,0,0,27791,0,0,27791,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,mix,34,pmix3.d,1.935,0,0,0,0,0,0,0,0,33321,0,0,33321,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,mix,34,pmix4.d,1.951,0,0,0,0,0,0,0,0,38043,0,0,38043,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,mix,34,pmix5.d,1.953,0,0,0,0,0,0,0,0,28284,0,0,28284,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,light,34,pP1_L_C1.d,1.960,0,0,0,0,0,0,0,0,47635,0,0,47635,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,light,34,pP1_L_VPA1.d,1.976,2673,0,0,0,0,0,0,0,40345,0,0,43018,5.76,0,0,0,0,0,0,0,94.24,0,0,100.00,5.76, 94.24, 75.39
,light,34,pP2_L_C2.d,2.045,2385,0,0,0,0,0,0,0,6221,0,0,8606,26.13,0,0,0,0,0,0,0,73.87,0,0,100.00,26.13, 73.87, 59.09
,light,34,pP2_L_VPA2.d,1.928,0,0,0,0,0,0,0,0,44369,0,0,44369,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,light,34,pP3_L_C3.d,1.944,0,0,0,0,0,0,0,0,34737,0,0,34737,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,light,34,pP3_L_VPA3.d,1.878,0,0,0,0,0,0,30954,0,58232,0,0,89186,0,0,0,0,0,0,34.25,0,65.75,0,0,100.00,0.00, 100.00, 73.15
,light,34,pP3_L_VPA4.d,1.914,0,0,0,0,0,0,0,0,49071,0,0,49071,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,light,34,pP4_L_C4.d,1.897,0,0,0,0,0,0,0,0,56445,0,0,56445,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,light,34,pP4_L_C5.d,1.929,0,0,0,0,0,0,0,0,35291,0,0,35291,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,light,34,pP4_L_VPA5.d,1.947,0,0,0,0,0,0,0,0,51012,0,0,51012,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,heavy,34,pP1_H_C1.d,1.894,0,0,0,0,0,0,35400,0,50973,0,0,86373,0,0,0,0,0,0,40.56,0,59.44,0,0,100.00,0.00, 100.00, 71.89
,heavy,34,pP1_H_VPA1.d,1.913,0,0,0,0,0,0,0,0,49017,0,0,49017,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,heavy,34,pP1_H_VPA2.d,1.876,0,0,0,0,0,0,0,0,62315,0,0,62315,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,heavy,34,pP2_H_C2.d,1.926,0,0,0,0,0,0,0,0,44924,0,0,44924,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,heavy,34,pP2_H_C3.d,1.908,0,0,0,0,0,0,0,0,49122,0,0,49122,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,heavy,34,pP2_H_VPA3.d,1.945,0,7720,0,0,0,0,32295,0,54876,0,0,94891,0,7.71,0,0,0,0,33.78,0,58.51,0,0,100.00,0.00, 100.00, 67.84
,heavy,34,pP3_H_C4.d,1.948,0,0,0,0,0,0,0,0,57171,0,0,57171,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,heavy,34,pP3_H_VPA4.d,2.013,0,0,0,0,0,0,0,0,22540,0,0,22540,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,heavy,34,pP4_H_C5.d,1.949,0,0,0,0,0,0,0,0,57952,0,0,57952,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,heavy,34,pP4_H_VPA5.d,1.913,0,0,0,0,0,0,0,0,54550,0,0,54550,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 80.00
,solv,34,psol2.d,1.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,34,psol3.d,1.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,100.00,0.000,80.00,0.000
,light,96.81,8.262,76.76,6.670
,heavy,100.00,0.000,77.97,4.378
,solv,NaN,,0.00

Xanthosine, Formula, C10H12N4O6
, Tgt RT, 2.420, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,285.08296,286.08924,287.09551,288.10179,289.10807,290.11434,291.12062,292.12690,293.13317,294.13945,295.14573,296.15200,297.15828,Sum,285.08296,286.08924,287.09551,288.10179,289.10807,290.11434,291.12062,292.12690,293.13317,294.13945,295.14573,296.15200,297.15828,Sum, Unlabeled, Labeled, Labeling
,mix,37,pmix1.d,2.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,37,pmix2.d,2.430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,37,pmix3.d,2.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,37,pmix4.d,2.431,0,0,0,0,0,0,0,0,0,0,0,0,16583,16583,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00,0.00, 100.00, 100.00
,mix,37,pmix5.d,2.416,0,0,0,0,0,0,0,0,0,0,0,0,11376,11376,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00,0.00, 100.00, 100.00
,light,37,pP1_L_C1.d,2.424,388551,66552,0,0,0,0,0,0,0,0,0,0,0,455103,95.97,4.03,0,0,0,0,0,0,0,0,0,0,0,100.00,95.97, 4.03, 0.34
,light,37,pP1_L_VPA1.d,2.472,322098,31293,0,0,0,5128,0,0,0,0,0,0,0,358519,98.37,0.00,0,0,0,1.63,0,0,0,0,0,0,0,100.00,98.37, 1.63, 0.68
,light,37,pP2_L_C2.d,2.491,235396,0,0,0,0,0,0,0,0,0,0,0,0,235396,100.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,37,pP2_L_VPA2.d,2.392,530622,80061,0,0,0,0,0,0,0,0,0,0,8790,619473,96.12,2.08,0,0,0,0,0,0,0,0,0,0,1.80,100.00,96.12, 3.88, 1.97
,light,37,pP3_L_C3.d,2.424,373554,51731,0,0,0,0,0,0,0,0,0,0,0,425284,99.07,0.93,0,0,0,0,0,0,0,0,0,0,0,100.00,99.07, 0.93, 0.08
,light,37,pP3_L_VPA3.d,2.540,879055,100542,16317,0,0,0,0,0,0,0,0,0,0,995914,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,37,pP3_L_VPA4.d,2.444,1062570,154526,17353,0,0,0,0,0,0,0,0,0,17293,1251742,96.46,1.77,0.00,0,0,0,0,0,0,0,0,0,1.77,100.00,96.46, 3.54, 1.92
,light,37,pP4_L_C4.d,2.526,423040,0,0,0,0,0,0,0,0,0,0,0,0,423040,100.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,37,pP4_L_C5.d,2.458,501614,73656,0,0,0,0,0,0,0,0,0,0,13824,589093,95.35,1.68,0,0,0,0,0,0,0,0,0,0,2.97,100.00,95.35, 4.65, 3.11
,light,37,pP4_L_VPA5.d,2.444,749594,101037,0,0,0,0,0,0,0,0,0,0,19883,870514,96.56,0.55,0,0,0,0,0,0,0,0,0,0,2.89,100.00,96.56, 3.44, 2.94
,heavy,37,pP1_H_C1.d,2.539,0,556948,42484,0,0,0,0,0,0,0,30547,0,0,629979,0,94.39,0.00,0,0,0,0,0,0,0,5.61,0,0,100.00,0.00, 100.00, 12.54
,heavy,37,pP1_H_VPA1.d,2.526,173996,68497,10936,0,0,0,0,0,0,0,0,0,0,253428,78.20,21.14,0.66,0,0,0,0,0,0,0,0,0,0,100.00,78.20, 21.80, 1.87
,heavy,37,pP1_H_VPA2.d,2.505,161087,75421,18138,0,0,7600,0,0,0,0,0,0,0,262246,69.30,23.93,3.39,0,0,3.38,0,0,0,0,0,0,0,100.00,69.30, 30.70, 3.97
,heavy,37,pP2_H_C2.d,2.389,566273,390610,70764,0,0,0,0,0,0,0,0,0,15455,1043103,61.16,34.95,2.00,0,0,0,0,0,0,0,0,0,1.89,100.00,61.16, 38.84, 5.14
,heavy,37,pP2_H_C3.d,2.553,780095,565709,59437,0,0,0,0,0,0,0,26589,0,1612,1433441,60.81,36.83,0.00,0,0,0,0,0,0,0,2.27,0,0.10,100.00,60.81, 39.19, 5.06
,heavy,37,pP2_H_VPA3.d,2.375,0,383133,38967,0,0,0,0,0,0,0,0,0,16779,438879,0,95.32,0.00,0,0,0,0,0,0,0,0,0,4.68,100.00,0.00, 100.00, 12.62
,heavy,37,pP3_H_C4.d,2.395,599908,310308,33677,0,0,0,0,0,0,0,0,0,0,943893,71.72,28.28,0.00,0,0,0,0,0,0,0,0,0,0,100.00,71.72, 28.28, 2.36
,heavy,37,pP3_H_VPA4.d,2.493,0,159745,23189,0,0,0,0,0,0,0,0,0,10697,193631,0,91.66,1.48,0,0,0,0,0,0,0,0,0,6.86,100.00,0.00, 100.00, 14.74
,heavy,37,pP4_H_C5.d,2.379,0,0,0,0,0,0,0,0,0,0,0,0,17446,17446,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00,0.00, 100.00, 100.00
,heavy,37,pP4_H_VPA5.d,2.393,0,411091,55572,0,0,0,0,0,0,0,25683,0,12741,505088,0,90.37,0.56,0,0,0,0,0,0,0,6.07,0,3.01,100.00,0.00, 100.00, 15.69
,solv,37,psol2.d,2.240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,37,psol3.d,2.275,0,0,0,0,0,0,0,0,0,0,0,6996,0,6996,0,0,0,0,0,0,0,0,0,0,0,100.00,0,100.00,0.00, 100.00, 91.67
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,NaN,NaN,40.00,54.772
,light,2.21,1.884,1.10,1.259
,heavy,65.88,36.298,17.40,29.495
,solv,NaN,,45.83

Hypoxanthine, Formula, C5H4N4O
, Tgt RT, 2.520, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,, Corrected Abundance Percentages,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,Abund,m+0,m+1,m+2,m+3,m+4,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,137.04579,138.05206,139.05834,140.06462,141.07089,Sum,137.04579,138.05206,139.05834,140.06462,141.07089,Sum, Unlabeled, Labeled, Labeling
,mix,40,pmix1.d,2.598,10072100,1674244,601837,0,0,12348182,87.24,8.43,4.33,0,0,100.00,87.24, 12.76, 4.27
,mix,40,pmix2.d,2.331,14749890,2668107,1000292,0,0,18418292,85.60,9.53,4.86,0,0,100.00,85.60, 14.40, 4.81
,mix,40,pmix3.d,2.332,13293830,2346761,907992,31126,0,16579711,85.86,9.18,4.96,0.00,0,100.00,85.86, 14.14, 4.78
,mix,40,pmix4.d,2.331,14141030,2496533,879443,45258,0,17562267,86.30,9.24,4.46,0.00,0,100.00,86.30, 13.70, 4.54
,mix,40,pmix5.d,2.333,13786210,2516770,912746,0,0,17215728,85.61,9.68,4.71,0,0,100.00,85.61, 14.39, 4.78
,light,40,pP1_L_C1.d,2.308,32708480,2577325,0,0,0,35285801,99.12,0.88,0,0,0,100.00,99.12, 0.88, 0.22
,light,40,pP1_L_VPA1.d,2.936,12247680,1332643,0,25930,0,13606248,96.05,3.75,0,0.19,0,100.00,96.05, 3.95, 1.08
,light,40,pP2_L_C2.d,2.376,22764820,1622993,0,0,0,24387809,99.86,0.14,0,0,0,100.00,99.86, 0.14, 0.03
,light,40,pP2_L_VPA2.d,2.309,10350800,1005455,0,0,0,11356256,97.34,2.66,0,0,0,100.00,97.34, 2.66, 0.67
,light,40,pP3_L_C3.d,2.325,31199780,2211628,0,0,0,33411408,99.90,0.10,0,0,0,100.00,99.90, 0.10, 0.02
,light,40,pP3_L_VPA3.d,2.574,11421210,0,0,0,0,11421205,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,40,pP3_L_VPA4.d,2.295,14918690,1456921,0,0,0,16375613,97.29,2.71,0,0,0,100.00,97.29, 2.71, 0.68
,light,40,pP4_L_C4.d,2.642,21881630,2239637,0,16519,0,24137786,96.78,3.15,0,0.06,0,100.00,96.78, 3.22, 0.83
,light,40,pP4_L_C5.d,2.276,42007250,2939368,0,0,0,44946620,100.00,0.00,0,0,0,100.00,100.00, 0.00, 0.00
,light,40,pP4_L_VPA5.d,2.444,16180700,1872555,0,0,0,18053257,95.60,4.40,0,0,0,100.00,95.60, 4.40, 1.10
,heavy,40,pP1_H_C1.d,2.572,11823820,14171840,5339576,314307,0,31649542,39.58,45.36,15.06,0.00,0,100.00,39.58, 60.42, 18.87
,heavy,40,pP1_H_VPA1.d,2.906,4358849,5663816,2164864,95121,0,12282649,37.47,46.81,15.72,0.00,0,100.00,37.47, 62.53, 19.56
,heavy,40,pP1_H_VPA2.d,2.903,3135288,4359964,1661090,77006,0,9233347,35.83,48.13,16.04,0.00,0,100.00,35.83, 64.17, 20.05
,heavy,40,pP2_H_C2.d,2.356,15968500,19912430,7783357,475259,0,44139546,38.32,45.80,15.87,0.00,0,100.00,38.32, 61.68, 19.39
,heavy,40,pP2_H_C3.d,2.603,14124120,17350730,6909233,383606,0,38767687,38.56,45.35,16.09,0.00,0,100.00,38.56, 61.44, 19.38
,heavy,40,pP2_H_VPA3.d,2.358,9077565,9129440,3296932,159067,0,21663004,44.43,42.14,13.43,0.00,0,100.00,44.43, 55.57, 17.25
,heavy,40,pP3_H_C4.d,2.362,21979020,25855280,9532615,606303,0,57973222,40.21,45.17,14.62,0.00,0,100.00,40.21, 59.79, 18.60
,heavy,40,pP3_H_VPA4.d,2.361,7651637,7138961,2635182,126256,0,17552036,46.26,40.43,13.32,0.00,0,100.00,46.26, 53.74, 16.77
,heavy,40,pP4_H_C5.d,2.313,41490850,44410510,15816270,910429,0,102628058,42.89,43.53,13.58,0.00,0,100.00,42.89, 57.11, 17.67
,heavy,40,pP4_H_VPA5.d,2.377,7762053,7356989,2720000,148611,0,17987652,45.82,40.74,13.44,0.00,0,100.00,45.82, 54.18, 16.90
,solv,40,psol2.d,3.217,0,0,51547,0,0,51547,0,0,100.00,0,0,100.00,0.00, 100.00, 50.00
,solv,40,psol3.d,3.632,0,0,51714,0,0,51714,0,0,100.00,0,0,100.00,0.00, 100.00, 50.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,13.88,0.685,4.64,0.230
,light,1.81,1.762,0.46,0.457
,heavy,59.06,3.669,18.45,1.203
,solv,100.00,,50.00

Inosine, Formula, C10H12N4O5
, Tgt RT, 2.580, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,269.08805,270.09432,271.10060,272.10688,273.11315,274.11943,275.12571,276.13198,277.13826,278.14454,279.15081,280.15709,281.16337,Sum,269.08805,270.09432,271.10060,272.10688,273.11315,274.11943,275.12571,276.13198,277.13826,278.14454,279.15081,280.15709,281.16337,Sum, Unlabeled, Labeled, Labeling
,mix,41,pmix1.d,2.598,3178374,698440,210783,0,0,0,0,0,0,0,0,0,0,4087597,88.45,8.30,3.24,0,0,0,0,0,0,0,0,0,0,100.00,88.45, 11.55, 1.23
,mix,41,pmix2.d,2.281,0,0,217154,0,0,0,0,0,0,0,0,5932,0,223086,0,0,97.09,0,0,0,0,0,0,0,0,2.91,0,100.00,0.00, 100.00, 18.85
,mix,41,pmix3.d,2.266,0,0,198083,0,0,0,0,0,0,0,0,6301,0,204384,0,0,96.63,0,0,0,0,0,0,0,0,3.37,0,100.00,0.00, 100.00, 19.19
,mix,41,pmix4.d,2.298,0,0,176204,0,0,0,0,0,0,0,0,16791,0,192996,0,0,90.55,0,0,0,0,0,0,0,0,9.45,0,100.00,0.00, 100.00, 23.75
,mix,41,pmix5.d,2.251,0,0,174354,0,0,0,0,0,0,0,0,6327,0,180681,0,0,96.18,0,0,0,0,0,0,0,0,3.82,0,100.00,0.00, 100.00, 19.53
,light,41,pP1_L_C1.d,2.308,10998070,1375082,212950,0,0,0,0,0,0,0,0,0,0,12586106,99.85,0.00,0.15,0,0,0,0,0,0,0,0,0,0,100.00,99.85, 0.15, 0.03
,light,41,pP1_L_VPA1.d,2.936,3084158,440732,0,0,0,0,0,15211,0,0,0,0,0,3540100,98.08,1.41,0,0,0,0,0,0.51,0,0,0,0,0,100.00,98.08, 1.92, 0.42
,light,41,pP2_L_C2.d,2.359,7523120,968082,144061,0,0,0,0,0,0,0,0,0,0,8635263,99.65,0.25,0.10,0,0,0,0,0,0,0,0,0,0,100.00,99.65, 0.35, 0.04
,light,41,pP2_L_VPA2.d,2.210,0,0,0,0,0,0,0,0,0,0,0,23211,0,23211,0,0,0,0,0,0,0,0,0,0,0,100.00,0,100.00,0.00, 100.00, 91.67
,light,41,pP3_L_C3.d,2.325,10805480,1326421,190185,0,0,0,0,0,0,0,0,48030,0,12370113,99.51,0.00,0.00,0,0,0,0,0,0,0,0,0.49,0,100.00,99.51, 0.49, 0.45
,light,41,pP3_L_VPA3.d,2.574,0,0,0,0,0,0,0,0,0,0,0,9919,0,9919,0,0,0,0,0,0.00,0,0.00,0,0,0,100.00,0,100.00,0.00, 100.00, 91.67
,light,41,pP3_L_VPA4.d,2.262,0,0,51343,0,0,0,0,0,0,0,0,0,0,51343,0,0,100.00,0,0,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 16.67
,light,41,pP4_L_C4.d,2.642,7804835,1004761,154067,0,0,0,0,0,0,0,0,0,0,8963663,99.59,0.25,0.16,0,0,0,0,0,0,0,0,0,0,100.00,99.59, 0.41, 0.05
,light,41,pP4_L_C5.d,2.276,12893850,1587291,241671,0,0,0,0,0,0,0,0,16751,0,14739557,99.76,0.00,0.09,0,0,0,0,0,0,0,0,0.14,0,100.00,99.76, 0.24, 0.15
,light,41,pP4_L_VPA5.d,2.444,0,361968,64029,0,0,0,0,0,0,0,0,0,0,425998,0,95.39,4.61,0,0,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 8.72
,heavy,41,pP1_H_C1.d,2.556,3261741,0,1851936,281740,0,0,0,0,0,0,0,0,0,5395416,63.10,0,35.97,0.93,0,0,0,0,0,0,0,0,0,100.00,63.10, 36.90, 6.23
,heavy,41,pP1_H_VPA1.d,2.890,0,432809,0,49950,0,0,0,0,0,0,0,0,0,482759,0,90.92,0,9.08,0,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 9.85
,heavy,41,pP1_H_VPA2.d,2.886,0,0,0,0,0,0,0,0,0,0,0,3640,0,3640,0,0,0,0,0,0,0,0,0,0,0,100.00,0,100.00,0.00, 100.00, 91.67
,heavy,41,pP2_H_C2.d,2.339,4651768,0,2898431,367723,0,0,0,0,0,0,0,0,0,7917922,61.43,0,38.57,0.00,0,0,0,0,0,0,0,0,0,100.00,61.43, 38.57, 6.43
,heavy,41,pP2_H_C3.d,2.603,3903467,0,2732170,378433,0,0,0,0,0,0,0,0,0,7014069,58.29,0,41.23,0.48,0,0,0,0,0,0,0,0,0,100.00,58.29, 41.71, 6.99
,heavy,41,pP2_H_VPA3.d,2.342,0,1583849,0,0,0,0,0,0,0,0,0,0,0,1583849,0,100.00,0,0,0,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 8.33
,heavy,41,pP3_H_C4.d,2.346,7001024,0,3717398,488621,0,0,0,0,0,0,0,0,0,11207043,65.15,0,34.68,0.16,0,0,0,0,0,0,0,0,0,100.00,65.15, 34.85, 5.82
,heavy,41,pP3_H_VPA4.d,2.377,1907712,1326840,598749,88418,0,0,0,0,0,0,0,0,0,3921719,55.25,31.70,12.72,0.33,0,0,0,0,0,0,0,0,0,100.00,55.25, 44.75, 4.84
,heavy,41,pP4_H_C5.d,2.330,13832210,16365930,6683659,819777,78823,0,0,0,0,0,0,0,0,37780394,41.41,44.41,14.18,0.00,0.00,0,0,0,0,0,0,0,0,100.00,41.41, 58.59, 6.06
,heavy,41,pP4_H_VPA5.d,2.344,0,0,0,0,0,0,0,0,0,0,0,4612,0,4612,0,0,0,0,0,0,0,0,0,0,0,100.00,0,100.00,0.00, 100.00, 91.67
,solv,41,psol2.d,2.853,0,0,0,0,0,0,0,0,2785,0,0,26032,0,28817,0,0,0,0,0,0,0,0,9.39,0,0,90.61,0,100.00,0.00, 100.00, 89.32
,solv,41,psol3.d,2.490,0,0,0,0,0,0,0,0,0,0,0,9022,0,9022,0,0,0,0,0,0,0,0,0,0,0,100.00,0,100.00,0.00, 100.00, 91.67
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,82.31,39.558,16.51,8.770
,light,40.36,51.335,20.98,37.648
,heavy,65.54,30.347,23.79,35.802
,solv,100.00,,90.49

Adenosine, Formula, C10H13N5O4
, Tgt RT, 2.680, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,268.10403,269.11031,270.11658,271.12286,272.12914,273.13541,274.14169,275.14797,276.15424,277.16052,278.16680,279.17307,280.17935,281.18563,Sum,268.10403,269.11031,270.11658,271.12286,272.12914,273.13541,274.14169,275.14797,276.15424,277.16052,278.16680,279.17307,280.17935,281.18563,Sum, Unlabeled, Labeled, Labeling
,mix,43,pmix1.d,2.367,5226015,0,0,0,0,0,0,0,0,0,0,0,0,0,5226015,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,43,pmix2.d,2.381,11128090,0,0,0,0,0,0,0,0,0,0,0,0,0,11128092,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,43,pmix3.d,2.382,9955050,0,0,0,0,0,0,0,0,0,0,0,0,0,9955050,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,43,pmix4.d,2.397,9463027,0,0,0,0,163516,0,0,0,0,0,0,0,0,9626543,98.22,0,0,0,0,1.78,0,0,0,0,0,0,0,0,100.00,98.22, 1.78, 0.69
,mix,43,pmix5.d,2.366,10341890,0,0,0,0,0,0,0,0,0,0,0,0,124670,10466562,98.62,0,0,0,0,0,0,0,0,0,0,0,0,1.38,100.00,98.62, 1.38, 1.38
,light,43,pP1_L_C1.d,2.357,15525940,0,0,0,0,0,0,0,0,0,0,0,0,0,15525941,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,43,pP1_L_VPA1.d,3.350,15474700,0,0,0,0,0,0,0,0,0,0,0,0,20833,15495532,99.84,0,0,0,0,0,0,0,0,0,0,0,0,0.16,100.00,99.84, 0.16, 0.16
,light,43,pP2_L_C2.d,2.376,14810380,0,0,0,0,0,0,0,0,0,0,0,0,0,14810376,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,43,pP2_L_VPA2.d,2.342,22356900,0,0,0,0,0,0,0,0,0,0,0,0,0,22356902,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,43,pP3_L_C3.d,2.358,17814320,0,0,0,0,0,0,0,0,0,0,0,0,0,17814322,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
