Xanthurenic Acid, Formula, C10H7NO4
, Tgt RT, 1.030, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,, Corrected Abundance Percentages,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,204.03023,205.03651,206.04278,207.04906,208.05534,209.06162,210.06789,211.07417,Sum,204.03023,205.03651,206.04278,207.04906,208.05534,209.06162,210.06789,211.07417,Sum, Unlabeled, Labeled, Labeling
,mix,3,nmix1.d,1.883,6701,6694,0,0,0,0,0,0,13395,52.95,47.05,0,0,0,0,0,0,100.00,52.95, 47.05, 6.72
,heavy,25,nP4_H_C5.d,1.668,0,108854,0,0,0,0,0,108854,0,100.00,0,0,0,0,0,100.00,0.00, 100.00, 16.67
,heavy,25,nP4_H_VPA5.d,1.647,121660,44203,0,0,0,0,499,166362,76.30,23.37,0,0,0,0,0.33,100.00,76.30, 23.70, 4.23
,solv,25,sol1.d,1.915,0,1809,0,0,0,0,375,2183,0,82.06,0,0,0,0,17.94,100.00,0.00, 100.00, 31.62
,solv,25,sol2.d,2.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,13.72,10.947,2.29,1.825
,light,26.54,30.982,4.42,5.164
,heavy,25.85,40.947,4.34,6.823
,solv,NaN,,15.81

Xanthine, Formula, C5H4N4O2
, Tgt RT, 1.830, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,, Corrected Abundance Percentages,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,Abund,m+0,m+1,m+2,m+3,m+4,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,151.02615,152.03243,153.03870,154.04498,155.05126,Sum,151.02615,152.03243,153.03870,154.04498,155.05126,Sum, Unlabeled, Labeled, Labeling
,mix,27,nmix1.d,1.734,33629,6617,0,0,0,40246,88.70,11.30,0,0,0,100.00,88.70, 11.30, 2.82
,mix,27,nmix2.d,1.735,29056,0,0,0,0,29056,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,27,nmix3.d,1.735,21585,5612,0,3377,0,30574,74.00,14.14,0,11.87,0,100.00,74.00, 26.00, 12.43
,mix,27,nmix4.d,1.751,20716,3679,0,0,0,24395,90.25,9.75,0,0,0,100.00,90.25, 9.75, 2.44
,mix,27,nmix5.d,1.735,15380,0,0,0,0,15380,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,27,rnmix1.d,1.721,43469,6612,0,0,0,50080,92.39,7.61,0,0,0,100.00,92.39, 7.61, 1.90
,light,27,nP1_L_C1.d,1.726,22713,3167,0,0,0,25880,93.49,6.51,0,0,0,100.00,93.49, 6.51, 1.63
,light,27,nP1_L_VPA1.d,1.731,66924,7128,0,0,0,74052,96.48,3.52,0,0,0,100.00,96.48, 3.52, 0.88
,light,27,nP2_L_C2.d,1.698,23222,3328,0,0,0,26550,93.15,6.85,0,0,0,100.00,93.15, 6.85, 1.71
,light,27,nP2_L_VPA2.d,1.728,78838,9568,0,0,0,88405,95.11,4.89,0,0,0,100.00,95.11, 4.89, 1.22
,light,27,nP3_L_C3.d,1.730,18603,8591,0,0,0,27194,71.67,28.33,0,0,0,100.00,71.67, 28.33, 7.08
,light,27,nP3_L_VPA3.d,1.732,91367,9325,0,0,0,100692,96.90,3.10,0,0,0,100.00,96.90, 3.10, 0.78
,light,27,nP3_L_VPA4.d,1.728,91297,10267,0,0,0,101565,95.93,4.07,0,0,0,100.00,95.93, 4.07, 1.02
,light,27,nP4_L_C4.d,1.714,24779,5931,0,0,0,30710,85.45,14.55,0,0,0,100.00,85.45, 14.55, 3.64
,light,27,nP4_L_C5.d,1.694,20034,6988,0,0,0,27022,78.08,21.92,0,0,0,100.00,78.08, 21.92, 5.48
,light,27,nP4_L_VPA5.d,1.720,87790,6127,0,0,0,93916,100.00,0.00,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,27,nP1_H_C1.d,1.727,26496,6158,0,0,0,32654,85.96,14.04,0,0,0,100.00,85.96, 14.04, 3.51
,heavy,27,nP1_H_VPA1.d,1.743,20134,0,0,0,0,20134,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,27,nP1_H_VPA2.d,1.709,0,7337,0,0,0,7337,0,100.00,0,0,0,100.00,0.00, 100.00, 25.00
,heavy,27,nP2_H_C2.d,1.730,21718,5444,0,0,0,27161,84.62,15.38,0,0,0,100.00,84.62, 15.38, 3.84
,heavy,27,nP2_H_C3.d,1.744,20549,8280,0,0,0,28829,74.87,25.13,0,0,0,100.00,74.87, 25.13, 6.28
,heavy,27,nP2_H_VPA3.d,1.731,25128,2361,0,0,0,27490,97.67,2.33,0,0,0,100.00,97.67, 2.33, 0.58
,heavy,27,nP3_H_C4.d,1.718,24332,7638,0,0,0,31970,80.29,19.71,0,0,0,100.00,80.29, 19.71, 4.93
,heavy,27,nP3_H_VPA4.d,1.750,25347,7366,0,0,0,32713,81.83,18.17,0,0,0,100.00,81.83, 18.17, 4.54
,heavy,27,nP4_H_C5.d,1.717,31223,10756,0,0,0,41978,78.34,21.66,0,0,0,100.00,78.34, 21.66, 5.41
,heavy,27,nP4_H_VPA5.d,1.714,18946,0,0,0,0,18946,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,27,sol1.d,1.782,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,27,sol2.d,1.745,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,9.11,9.580,3.27,4.650
,light,9.37,9.236,2.34,2.309
,heavy,21.64,29.011,5.41,7.253
,solv,NaN,,0.00

N-Formylmethionine, Formula, C6H11NO3S
, Tgt RT, 2.000, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,176.03869,177.04496,178.05124,179.05752,180.06379,181.07007,182.07635,183.08262,184.08890,185.09518,186.10145,187.10773,Sum,176.03869,177.04496,178.05124,179.05752,180.06379,181.07007,182.07635,183.08262,184.08890,185.09518,186.10145,187.10773,Sum, Unlabeled, Labeled, Labeling
,mix,29,nmix1.d,1.949,71282,0,0,0,0,0,0,0,0,0,0,0,71282,100.00,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,29,nmix2.d,1.950,53885,19903,0,3358,0,0,0,0,0,0,0,0,77146,73.72,21.56,0,4.72,0,0,0,0,0,0,0,0,100.00,73.72, 26.28, 3.25
,mix,29,nmix3.d,1.967,23479,0,0,0,0,0,0,0,0,0,0,0,23479,100.00,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,29,nmix4.d,1.966,20189,0,0,0,0,0,0,0,0,0,0,0,20189,100.00,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,29,nmix5.d,2.380,30334,5616,0,0,0,0,0,0,0,0,0,0,35950,90.34,9.66,0,0,0,0,0,0,0,0,0,0,100.00,90.34, 9.66, 0.88
,mix,29,rnmix1.d,1.936,90708,36751,0,0,0,0,0,0,0,0,0,0,127459,75.26,24.74,0,0,0,0,0,0,0,0,0,0,100.00,75.26, 24.74, 2.25
,light,29,nP1_L_C1.d,1.958,112989,0,0,0,0,0,0,0,0,0,0,0,112989,100.00,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,29,nP1_L_VPA1.d,1.946,88696,32909,0,0,0,0,0,0,0,0,0,0,121604,77.27,22.73,0,0.00,0,0,0,0,0,0,0,0,100.00,77.27, 22.73, 2.07
,light,29,nP2_L_C2.d,1.946,94699,30381,0,0,0,0,0,0,0,0,0,0,125080,80.41,19.59,0,0,0,0,0,0,0,0,0,0,100.00,80.41, 19.59, 1.78
,light,29,nP2_L_VPA2.d,1.926,91573,29459,0,2394,0,0,0,0,0,0,0,0,123426,78.66,19.23,0,2.11,0,0,0,0,0,0,0,0,100.00,78.66, 21.34, 2.32
,light,29,nP3_L_C3.d,1.945,86697,29663,0,0,0,0,0,0,0,0,0,0,116360,79.05,20.95,0,0,0,0,0,0,0,0,0,0,100.00,79.05, 20.95, 1.90
,light,29,nP3_L_VPA3.d,1.947,94499,25942,0,0,0,0,0,0,0,0,0,0,120442,83.55,16.45,0,0.00,0,0,0,0,0,0,0,0,100.00,83.55, 16.45, 1.50
,light,29,nP3_L_VPA4.d,1.943,72109,0,0,0,0,0,0,0,0,0,0,0,72109,100.00,0,0,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,29,nP4_L_C4.d,1.946,92306,39255,0,0,0,0,0,0,0,0,0,0,131560,74.13,25.87,0,0,0,0,0,0,0,0,0,0,100.00,74.13, 25.87, 2.35
,light,29,nP4_L_C5.d,1.959,176796,50756,0,0,0,0,0,0,0,0,0,0,227552,82.67,17.33,0,0,0,0,0,0,0,0,0,0,100.00,82.67, 17.33, 1.58
,light,29,nP4_L_VPA5.d,1.935,102413,33865,0,0,0,0,0,0,0,0,0,0,136278,79.78,20.22,0,0,0,0,0,0,0,0,0,0,100.00,79.78, 20.22, 1.84
,heavy,29,nP1_H_C1.d,1.942,88510,45826,0,0,0,0,0,0,0,0,0,0,134336,69.32,30.68,0,0,0,0,0,0,0,0,0,0,100.00,69.32, 30.68, 2.79
,heavy,29,nP1_H_VPA1.d,1.942,77697,34297,4848,0,0,0,0,0,0,0,0,0,116842,71.35,26.19,2.46,0,0,0,0,0,0,0,0,0,100.00,71.35, 28.65, 2.83
,heavy,29,nP1_H_VPA2.d,1.941,72442,24396,8688,492,0,0,0,0,0,0,0,0,106018,73.47,19.05,7.48,0.00,0,0,0,0,0,0,0,0,100.00,73.47, 26.53, 3.09
,heavy,29,nP2_H_C2.d,1.945,62772,32184,0,0,1619,0,0,0,0,0,0,0,96576,68.29,29.88,0,0.00,1.83,0,0,0,0,0,0,0,100.00,68.29, 31.71, 3.38
,heavy,29,nP2_H_C3.d,1.943,75716,40605,0,3095,0,0,0,0,0,0,0,0,119416,66.52,30.69,0,2.80,0,0,0,0,0,0,0,0,100.00,66.52, 33.48, 3.55
,heavy,29,nP2_H_VPA3.d,1.947,81645,32304,0,0,0,0,0,0,0,0,0,0,113949,75.81,24.19,0,0,0,0,0,0,0,0,0,0,100.00,75.81, 24.19, 2.20
,heavy,29,nP3_H_C4.d,1.949,81936,38955,0,2351,0,0,0,0,0,0,0,0,123243,69.97,27.97,0,2.06,0,0,0,0,0,0,0,0,100.00,69.97, 30.03, 3.11
,heavy,29,nP3_H_VPA4.d,1.949,72808,28178,0,0,0,0,0,0,0,0,0,0,100986,76.31,23.69,0,0,0,0,0,0,0,0,0,0,100.00,76.31, 23.69, 2.15
,heavy,29,nP4_H_C5.d,2.346,150023,233304,0,0,0,0,0,0,0,0,0,0,383327,39.95,60.05,0,0,0,0,0,0,0,0,0,0,100.00,39.95, 60.05, 5.46
,heavy,29,nP4_H_VPA5.d,1.962,74649,26695,0,0,0,0,0,0,0,0,0,0,101344,78.08,21.92,0,0,0,0,0,0,0,0,0,0,100.00,78.08, 21.92, 1.99
,solv,29,sol1.d,1.882,5475,10692,0,0,0,9217,0,0,0,0,0,0,25385,21.25,40.70,0,0,0.00,38.06,0,0,0,0,0,0,100.00,21.25, 78.75, 21.00
,solv,29,sol2.d,1.778,0,0,0,4202,0,0,0,0,0,0,0,0,4202,0,0,0,100.00,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 27.27
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,10.11,12.509,1.06,1.386
,light,16.45,9.059,1.53,0.855
,heavy,31.09,10.850,3.06,0.996
,solv,89.38,,24.14

Deoxyribose, Formula, C5H10O4
, Tgt RT, 2.300, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,133.05063,134.05691,135.06319,136.06946,137.07574,138.08202,139.08829,140.09457,141.10085,142.10712,143.11340,Sum,133.05063,134.05691,135.06319,136.06946,137.07574,138.08202,139.08829,140.09457,141.10085,142.10712,143.11340,Sum, Unlabeled, Labeled, Labeling
,mix,34,nmix1.d,1.966,40758,0,0,0,0,0,0,0,0,764,0,41522,97.98,0,0,0,0,0,0,0,0,2.02,0,100.00,97.98, 2.02, 1.82
,mix,34,nmix2.d,1.983,21778,0,0,0,0,0,0,0,0,0,0,21778,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,34,nmix3.d,1.984,8577,0,0,0,0,0,0,0,0,0,0,8577,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,34,nmix4.d,2.016,9217,0,0,0,0,0,0,0,0,0,0,9217,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,34,nmix5.d,1.983,9949,0,0,0,0,0,0,0,0,0,0,9949,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,34,rnmix1.d,1.953,40532,0,0,0,0,0,0,0,0,0,0,40532,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,34,nP1_L_C1.d,1.958,58301,0,0,0,0,0,0,0,0,0,0,58301,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,34,nP1_L_VPA1.d,1.946,36937,0,0,0,0,0,0,0,0,0,0,36937,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,34,nP2_L_C2.d,1.963,55548,0,0,0,0,0,0,0,0,0,0,55548,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,34,nP2_L_VPA2.d,1.960,33602,0,0,0,0,0,0,0,0,0,0,33602,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,34,nP3_L_C3.d,1.978,43558,0,0,0,0,0,0,0,0,0,0,43558,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,34,nP3_L_VPA3.d,1.964,39981,0,0,0,0,0,0,0,0,0,0,39981,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,34,nP3_L_VPA4.d,1.976,30634,0,0,0,0,0,0,0,0,0,0,30634,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,34,nP4_L_C4.d,1.963,51128,0,0,489,0,0,0,0,0,0,0,51617,99.02,0,0,0.98,0,0,0,0,0,0,0,100.00,99.02, 0.98, 0.29
,light,34,nP4_L_C5.d,1.959,50276,0,0,0,0,0,0,0,0,0,0,50276,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,34,nP4_L_VPA5.d,1.968,32039,0,0,0,0,0,0,0,0,0,0,32039,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,34,nP1_H_C1.d,1.959,63281,0,0,0,0,0,0,0,0,0,0,63281,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,34,nP1_H_VPA1.d,1.958,25000,0,0,0,0,0,0,0,0,0,0,25000,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,34,nP1_H_VPA2.d,1.957,18883,0,0,0,0,0,0,0,0,0,0,18883,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,34,nP2_H_C2.d,1.962,49800,0,0,0,0,0,0,0,0,0,0,49800,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,34,nP2_H_C3.d,1.959,51228,0,0,0,0,0,0,0,0,0,0,51228,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,34,nP2_H_VPA3.d,1.963,31539,0,0,0,0,0,0,0,0,0,0,31539,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,34,nP3_H_C4.d,1.966,58461,0,0,0,0,0,0,0,0,0,0,58461,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,34,nP3_H_VPA4.d,1.965,29388,0,0,0,0,0,0,0,0,0,0,29388,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,34,nP4_H_C5.d,1.949,63536,0,0,0,0,0,0,0,0,0,0,63536,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,34,nP4_H_VPA5.d,1.978,25517,0,0,0,0,0,0,0,0,0,0,25517,100.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,34,sol1.d,2.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,34,sol2.d,2.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.34,0.823,0.30,0.741
,light,0.10,0.309,0.03,0.093
,heavy,0.00,0.000,0.00,0.000
,solv,NaN,,0.00

Xanthosine, Formula, C10H12N4O6
, Tgt RT, 2.420, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,283.06841,284.07468,285.08096,286.08724,287.09351,288.09979,289.10607,290.11234,291.11862,292.12490,293.13118,294.13745,295.14373,Sum,283.06841,284.07468,285.08096,286.08724,287.09351,288.09979,289.10607,290.11234,291.11862,292.12490,293.13118,294.13745,295.14373,Sum, Unlabeled, Labeled, Labeling
,mix,37,nmix1.d,2.479,2055765,501530,81472,0,0,0,0,0,0,0,0,0,0,2638767,89.01,10.58,0.41,0,0,0,0,0,0,0,0,0,0,100.00,89.01, 10.99, 0.95
,mix,37,nmix2.d,2.447,1964408,453381,0,0,0,0,0,0,0,0,0,0,0,2417789,90.79,9.21,0,0,0,0,0,0,0,0,0,0,0,100.00,90.79, 9.21, 0.77
,mix,37,nmix3.d,2.480,1800203,399402,85925,0,0,0,0,0,0,0,0,0,0,2285530,89.94,8.66,1.40,0,0,0,0,0,0,0,0,0,0,100.00,89.94, 10.06, 0.96
,mix,37,nmix4.d,2.463,1451821,346944,0,0,0,0,0,21107,0,0,0,0,0,1819872,88.89,9.74,0,0,0,0,0,1.37,0,0,0,0,0,100.00,88.89, 11.11, 1.61
,mix,37,nmix5.d,2.479,1270255,313159,48869,0,0,0,0,28583,0,0,0,0,0,1660866,87.08,10.58,0.27,0,0,0,0,2.07,0,0,0,0,0,100.00,87.08, 12.92, 2.13
,mix,37,rnmix1.d,2.449,2048334,469132,97629,0,0,0,0,0,0,0,0,0,0,2615095,89.44,9.26,1.30,0,0,0,0,0,0,0,0,0,0,100.00,89.44, 10.56, 0.99
,light,37,nP1_L_C1.d,2.471,1899638,254189,0,0,0,0,0,0,0,0,0,0,0,2153827,99.51,0.49,0,0,0,0,0,0,0,0,0,0,0,100.00,99.51, 0.49, 0.04
,light,37,nP1_L_VPA1.d,2.476,2144133,303982,0,0,0,0,0,0,0,0,0,0,0,2448115,98.73,1.27,0,0,0,0,0,0,0,0,0,0,0,100.00,98.73, 1.27, 0.11
,light,37,nP2_L_C2.d,2.460,1382342,162419,0,0,0,0,0,0,0,0,0,0,0,1544760,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,37,nP2_L_VPA2.d,2.456,2476975,345115,0,0,0,0,0,0,0,0,0,0,0,2822089,98.97,1.03,0,0,0,0,0,0,0,0,0,0,0,100.00,98.97, 1.03, 0.09
,light,37,nP3_L_C3.d,2.458,2668479,358203,0,0,0,0,0,0,0,0,0,0,0,3026682,99.47,0.53,0,0,0,0,0,0,0,0,0,0,0,100.00,99.47, 0.53, 0.04
,light,37,nP3_L_VPA3.d,2.477,1785740,261950,0,0,0,0,0,0,0,0,0,0,0,2047690,98.26,1.74,0,0,0,0,0,0,0,0,0,0,0,100.00,98.26, 1.74, 0.15
,light,37,nP3_L_VPA4.d,2.456,2806102,367120,0,0,0,0,0,0,0,0,0,0,0,3173222,99.80,0.20,0,0,0,0,0,0,0,0,0,0,0,100.00,99.80, 0.20, 0.02
,light,37,nP4_L_C4.d,2.492,1236776,174322,0,0,0,0,0,0,0,0,0,0,0,1411098,98.81,1.19,0,0,0,0,0,0,0,0,0,0,0,100.00,98.81, 1.19, 0.10
,light,37,nP4_L_C5.d,2.456,2316721,315648,0,0,0,0,0,0,0,0,0,0,0,2632369,99.27,0.73,0,0,0,0,0,0,0,0,0,0,0,100.00,99.27, 0.73, 0.06
,light,37,nP4_L_VPA5.d,2.465,1815096,252912,0,0,0,0,0,0,0,0,0,0,0,2068008,98.97,1.03,0,0,0,0,0,0,0,0,0,0,0,100.00,98.97, 1.03, 0.09
,heavy,37,nP1_H_C1.d,2.472,2061127,1123638,181786,0,0,0,0,0,0,0,0,0,0,3366551,69.49,29.50,1.01,0,0,0,0,0,0,0,0,0,0,100.00,69.49, 30.51, 2.63
,heavy,37,nP1_H_VPA1.d,2.537,1134461,584361,97472,0,0,0,0,0,0,0,0,0,0,1816294,70.92,27.94,1.14,0,0,0,0,0,0,0,0,0,0,100.00,70.92, 29.08, 2.52
,heavy,37,nP1_H_VPA2.d,2.504,1004845,549367,82372,0,0,0,0,0,0,0,0,0,0,1636584,69.72,29.72,0.56,0,0,0,0,0,0,0,0,0,0,100.00,69.72, 30.28, 2.57
,heavy,37,nP2_H_C2.d,2.475,1844705,1108632,171673,0,0,0,0,0,0,0,0,0,0,3125010,66.95,32.23,0.81,0,0,0,0,0,0,0,0,0,0,100.00,66.95, 33.05, 2.82
,heavy,37,nP2_H_C3.d,2.489,1979148,1104295,175029,0,0,0,0,0,0,0,0,0,0,3258472,68.93,30.17,0.90,0,0,0,0,0,0,0,0,0,0,100.00,68.93, 31.07, 2.66
,heavy,37,nP2_H_VPA3.d,2.460,1951619,953025,186468,0,0,0,0,0,0,0,0,0,0,3091113,71.65,26.25,2.10,0,0,0,0,0,0,0,0,0,0,100.00,71.65, 28.35, 2.54
,heavy,37,nP3_H_C4.d,2.462,1849472,975964,174415,0,0,0,0,0,0,0,0,0,0,2999852,69.96,28.44,1.60,0,0,0,0,0,0,0,0,0,0,100.00,69.96, 30.04, 2.64
,heavy,37,nP3_H_VPA4.d,2.445,2051002,944230,187120,0,0,0,0,0,0,0,0,0,0,3182352,73.18,24.73,2.09,0,0,0,0,0,0,0,0,0,0,100.00,73.18, 26.82, 2.41
,heavy,37,nP4_H_C5.d,2.479,1860678,998739,174140,0,0,0,0,0,0,0,0,0,0,3033557,69.60,28.94,1.46,0,0,0,0,0,0,0,0,0,0,100.00,69.60, 30.40, 2.66
,heavy,37,nP4_H_VPA5.d,2.458,1779310,821549,166651,0,0,0,0,0,0,0,0,0,0,2767509,72.99,24.76,2.25,0,0,0,0,0,0,0,0,0,0,100.00,72.99, 27.01, 2.44
,solv,37,sol1.d,2.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,37,sol2.d,3.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,10.81,1.245,1.23,0.527
,light,0.82,0.531,0.07,0.044
,heavy,29.66,1.898,2.59,0.121
,solv,NaN,,0.00

Uric Acid, Formula, C5H4N4O3
, Tgt RT, 2.440, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,, Corrected Abundance Percentages,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,Abund,m+0,m+1,m+2,m+3,m+4,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,167.02106,168.02734,169.03362,170.03989,171.04617,Sum,167.02106,168.02734,169.03362,170.03989,171.04617,Sum, Unlabeled, Labeled, Labeling
,mix,38,nmix1.d,3.455,271865,0,0,0,0,271865,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,38,nmix2.d,3.026,208133,0,0,0,0,208133,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,38,nmix3.d,2.993,189185,0,0,0,0,189185,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,38,nmix4.d,2.943,162909,0,0,0,0,162909,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,38,nmix5.d,3.026,135273,0,0,0,0,135273,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,38,rnmix1.d,3.591,256315,0,0,0,0,256315,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,38,nP1_L_C1.d,3.547,258864,0,0,0,0,258864,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,38,nP1_L_VPA1.d,3.486,422017,0,0,0,0,422016,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,38,nP2_L_C2.d,3.353,363048,0,0,0,0,363048,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,38,nP2_L_VPA2.d,3.035,362575,0,0,0,0,362575,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,38,nP3_L_C3.d,3.054,280726,0,0,0,0,280726,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,38,nP3_L_VPA3.d,3.503,383961,0,0,0,0,383961,100.00,0,0,0,0,100.00,100.00, 0.00, 0.00
