ENTRY,FORMULA,mol_weight,exact_mass,pathway,name,reaction,enzyme,brite,dblinks
C00137,C6H12O6,180.1559,180.0634,Galactose metabolism;Ascorbate and aldarate metabolism;Streptomycin biosynthesis;Inositol phosphate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;ABC transporters;Phosphatidylinositol signaling system,myo-Inositol;D-myo-Inositol;1D-myo-Inositol;L-myo-Inositol;1L-myo-Inositol;meso-Inositol;Inositol;Dambose;Cyclohexitol;Meat sugar;Bios I,R01183 R01184 R01185 R01186 R01187 R01188 R01189 R01190;R01192 R01193 R01194 R01802 R02411 R03418 R04333 R06042;R06071 R06093 R06214 R07279 R07343,R01183 R01184 R01185 R01186 R01187 R01188 R01189 R01190;R01192 R01193 R01194 R01802 R02411 R03418 R04333 R06042;R06071 R06093 R06214 R07279 R07343,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Sugar alcohols;    C00137  myo-Inositol;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; A ALIMENTARY TRACT AND METABOLISM;  A11 VITAMINS;   A11H OTHER PLAIN VITAMIN PREPARATIONS;    A11HA Other plain vitamin preparations;     A11HA07 Inositol;      D08079  Inositol (USAN);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Inositol;    D08079  Inositol (USAN);Pharmaceutical additives in Japan [BR:br08316]; Stabilizing agent;  D08079  [001062] Inositol; Diluting agent;  D08079  [001062] Inositol; Soothing agent;  D08079  [001062] Inositol,CAS: 87-89-8;PubChem: 3437;ChEBI: 17268;ChEMBL: CHEMBL1222251;KNApSAcK: C00001164;PDB-CCD: INS;3DMET: B00038;NIKKAJI: J4.282J
C00031,C6H12O6,180.1559,180.0634,"Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Streptomycin biosynthesis;Neomycin, kanamycin and gentamicin biosynthesis;Indole alkaloid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;ABC transporters;Two-component system;Phosphotransferase system (PTS);HIF-1 signaling pathway;FoxO signaling pathway;Meiosis - yeast;AMPK signaling pathway;Taste transduction;Insulin signaling pathway;Insulin secretion;Prolactin signaling pathway;Glucagon signaling pathway;Type II diabetes mellitus;Insulin resistance;Non-alcoholic fatty liver disease (NAFLD);AGE-RAGE signaling pathway in diabetic complications;Carbohydrate digestion and absorption;Bile secretion;Mineral absorption;Biofilm formation - Vibrio cholerae;Central carbon metabolism in cancer",D-Glucose;Grape sugar;Dextrose;Glucose;D-Glucopyranose,R00010 R00015 R00028 R00049 R00063 R00299 R00300 R00301;R00302 R00303 R00304 R00305 R00306 R00307 R00308 R00327;R00337 R00503 R00534 R00550 R00725 R00801 R00837 R00838;R00839 R00850 R00874 R00952 R00953 R00960 R01006 R01100;R01101 R01139 R01444 R01460 R01498 R01555 R01718 R01790;R01791 R02185 R02558 R02595 R02727 R02738 R02887 R02985;R03075 R03323 R03527 R03604 R03703 R03801 R03802 R03820;R04006 R04094 R04194 R04333 R04409 R04410 R04411 R04498;R04503 R04949 R04998 R05061 R05140 R05141 R05142 R05196;R05804 R05980 R05981 R06040 R06053 R06056 R06058 R06059;R06067 R06069 R06079 R06080 R06087 R06091 R06103 R06104;R06105 R06106 R06107 R06108 R06109 R06112 R06113 R06114;R06115 R06135 R06204 R06620 R07147 R07264 R08404 R08514;R08819 R08823 R08946 R09039 R09723 R09941 R09943 R10411;R10494 R10525 R10530 R10580 R10581 R11215 R11306 R11682;R11791 R11942 R12208 R12209,R00010 R00015 R00028 R00049 R00063 R00299 R00300 R00301;R00302 R00303 R00304 R00305 R00306 R00307 R00308 R00327;R00337 R00503 R00534 R00550 R00725 R00801 R00837 R00838;R00839 R00850 R00874 R00952 R00953 R00960 R01006 R01100;R01101 R01139 R01444 R01460 R01498 R01555 R01718 R01790;R01791 R02185 R02558 R02595 R02727 R02738 R02887 R02985;R03075 R03323 R03527 R03604 R03703 R03801 R03802 R03820;R04006 R04094 R04194 R04333 R04409 R04410 R04411 R04498;R04503 R04949 R04998 R05061 R05140 R05141 R05142 R05196;R05804 R05980 R05981 R06040 R06053 R06056 R06058 R06059;R06067 R06069 R06079 R06080 R06087 R06091 R06103 R06104;R06105 R06106 R06107 R06108 R06109 R06112 R06113 R06114;R06115 R06135 R06204 R06620 R07147 R07264 R08404 R08514;R08819 R08823 R08946 R09039 R09723 R09941 R09943 R10411;R10494 R10525 R10530 R10580 R10581 R11215 R11306 R11682;R11791 R11942 R12208 R12209,"Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Aldoses;    C00031  D-Glucose;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; B BLOOD AND BLOOD FORMING ORGANS;  B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS;   B05C IRRIGATING SOLUTIONS;    B05CX Other irrigating solutions;     B05CX01 Glucose;      D00009  Glucose (JP17) &lt;JP&gt;; V VARIOUS;  V04 DIAGNOSTIC AGENTS;   V04C OTHER DIAGNOSTIC AGENTS;    V04CA Tests for diabetes;     V04CA02 Glucose;      D00009  Glucose (JP17) &lt;JP&gt;;  V06 GENERAL NUTRIENTS;   V06D OTHER NUTRIENTS;    V06DC Carbohydrates;     V06DC01 Glucose;      D00009  Glucose (JP17) &lt;JP&gt;;Therapeutic category of drugs in Japan [BR:br08301]; 3  Agents affecting metabolism;  32  Nutrients, tonics;   323  Saccharide preparations;    3231  Glucoses;     D00009  Glucose (JP17);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Glucose;    D00009  Glucose (JP17);Pharmaceutical additives in Japan [BR:br08316]; Stabilizing agent;  D00009  [001540] Glucose; Buffering agent;  D00009  [001540] Glucose; Sweetening agent;  D00009  [001540] Glucose; Flavoring substance;  D00009  [001540] Glucose; Bonding agent;  D00009  [001540] Glucose; Coating agent;  D00009  [001540] Glucose; Tonicity agent;  D00009  [001540] Glucose; Diluting agent;  D00009  [001540] Glucose;  D00009  [999999] Glucose solution; Soothing agent;  D00009  [001540] Glucose; Solubilizer;  D00009  [001540] Glucose; Solubilization agent;  D00009  [001540] Glucose; Solvent;  D00009  [001540] Glucose;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00009  Glucose;  D00009  Glucose injection;Animal drugs in Japan [BR:br08331]; 96  Agents affecting metabolism;  964  Saccharide preparations and blood substitutes;   9641  Dextrose and preparations;    C00031  D-Glucose;Major components of natural products [BR:br08323]; Crude drugs;  Honey; Honey, purified;   C00031  D-Glucose",CAS: 50-99-7 2280-44-6;PubChem: 3333;ChEBI: 4167;ChEMBL: CHEMBL1222250 CHEMBL1614854 CHEMBL423707 CHEMBL98182;KNApSAcK: C00042470;PDB-CCD: BGC GLC;3DMET: B04623;NIKKAJI: J4.109B
C00082,C9H11NO3,181.1885,181.0739,"Ubiquinone and other terpenoid-quinone biosynthesis;Puromycin biosynthesis;Monobactam biosynthesis;Tyrosine metabolism;Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Cyanoamino acid metabolism;Methane metabolism;Thiamine metabolism;Phenylpropanoid biosynthesis;Isoquinoline alkaloid biosynthesis;Betalain biosynthesis;Glucosinolate biosynthesis;Aminoacyl-tRNA biosynthesis;Biosynthesis of vancomycin group antibiotics;Biosynthesis of enediyne antibiotics;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Dopaminergic synapse;Melanogenesis;Prolactin signaling pathway;Protein digestion and absorption;Parkinson disease;Cocaine addiction;Amphetamine addiction;Alcoholism;Central carbon metabolism in cancer",L-Tyrosine;(S)-3-(p-Hydroxyphenyl)alanine;(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid;Tyrosine,R00031 R00728 R00729 R00730 R00731 R00732 R00733 R00734;R00735 R00736 R00737 R00739 R01795 R01815 R02078 R02918;R03539 R04730 R05671 R06626 R06751 R07211 R07212 R08825;R09254 R09521 R09830 R10059 R10246 R10671 R10964 R10968;R11366 R11917 R12150 R12161,R00031 R00728 R00729 R00730 R00731 R00732 R00733 R00734;R00735 R00736 R00737 R00739 R01795 R01815 R02078 R02918;R03539 R04730 R05671 R06626 R06751 R07211 R07212 R08825;R09254 R09521 R09830 R10059 R10246 R10671 R10964 R10968;R11366 R11917 R12150 R12161,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Common amino acids;    C00082  Tyrosine (Tyr);Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00022  L-Tyrosine,CAS: 60-18-4;PubChem: 3382;ChEBI: 17895;ChEMBL: CHEMBL925;KNApSAcK: C00001397;PDB-CCD: TYR;3DMET: B01154;NIKKAJI: J9.173A
C03672,C9H10O4,182.1733,182.0579,Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites,3-(4-Hydroxyphenyl)lactate;4-Hydroxyphenyllactate;p-Hydroxyphenyllactate;2-Hydroxy-3-(4-hydroxyphenyl)propanoate,R03336 R03338 R08766,R03336 R03338 R08766,,PubChem: 6448;ChEBI: 17385 36659;ChEMBL: CHEMBL1162489;3DMET: B04909;NIKKAJI: J70.493H
C01697,C6H14O6,182.1718,182.079,Galactose metabolism;Metabolic pathways;Phosphotransferase system (PTS),Galactitol;Dulcitol;Dulcose,R01093 R01095 R02928 R05570 R11637,R01093 R01095 R02928 R05570 R11637,,CAS: 608-66-2;PubChem: 4837;ChEBI: 16813;ChEMBL: CHEMBL1773904;KNApSAcK: C00001160;3DMET: B04809;NIKKAJI: J7.011D
C00847,C8H9NO4,183.1614,183.0532,Vitamin B6 metabolism;Metabolic pathways;Microbial metabolism in diverse environments,4-Pyridoxate;4-Pyridoxic acid,R01709 R02992 R02993,R01709 R02992 R02993,,CAS: 82-82-6;PubChem: 4104;ChEBI: 17405;3DMET: B00188;NIKKAJI: J41.097G
C00588,C5H15NO4P,184.1507,184.0739,Glycerophospholipid metabolism;Metabolic pathways;Choline metabolism in cancer,Choline phosphate;Phosphorylcholine;Phosphocholine;O-Phosphocholine,R01021 R01312 R01890 R02541 R02591 R06869 R06871 R09538,R01021 R01312 R01890 R02541 R02591 R06869 R06871 R09538,Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Phosphorylcholine;    C00588  Choline phosphate;Pharmaceutical additives in Japan [BR:br08316]; Dispersant;  C00588  [109154] Choline phosphate,CAS: 107-73-3;PubChem: 3867;ChEBI: 18132;ChEMBL: CHEMBL1235161 CHEMBL3350840;KNApSAcK: C00007299;PDB-CCD: PC;3DMET: B00141;NIKKAJI: J215.288F
C00631,C3H7O7P,186.0572,185.9929,"Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Glycine, serine and threonine metabolism;Glycerolipid metabolism;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Carbon metabolism;Biosynthesis of amino acids;Glucagon signaling pathway;Central carbon metabolism in cancer",2-Phospho-D-glycerate;D-Glycerate 2-phosphate;2-Phospho-(R)-glycerate,R00658 R01518 R01748 R02664 R08572 R09532,R00658 R01518 R01748 R02664 R08572 R09532,,PubChem: 3904;ChEBI: 17835;KNApSAcK: C00000123;PDB-CCD: 2PG;3DMET: B01295;NIKKAJI: J71.811D
C00624,C7H11NO5,189.1659,189.0637,Arginine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,N-Acetyl-L-glutamate;N-Acetyl-L-glutamic acid,R00259 R02282 R02649,R00259 R02282 R02649,,CAS: 1188-37-0;PubChem: 3897;ChEBI: 17533 44337;ChEMBL: CHEMBL1234751;PDB-CCD: NLG;3DMET: B00147;NIKKAJI: J37.497K
C00158,C6H8O7,192.1235,192.027,"Citrate cycle (TCA cycle);Alanine, aspartate and glutamate metabolism;Glyoxylate and dicarboxylate metabolism;Carbon fixation pathways in prokaryotes;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of alkaloids derived from terpenoid and polyketide;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Two-component system;Taste transduction;Glucagon signaling pathway;Central carbon metabolism in cancer","Citrate;Citric acid;2-Hydroxy-1,2,3-propanetricarboxylic acid;2-Hydroxytricarballylic acid",R00351 R00352 R00362 R01322 R01323 R01324 R01325 R10090;R10677,R00351 R00352 R00362 R01322 R01323 R01324 R01325 R10090;R10677,"Compounds with biological roles [BR:br08001]; Organic acids;  Carboxylic acids;   Tricarboxylic acids;    C00158  Citrate;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; A ALIMENTARY TRACT AND METABOLISM;  A09 DIGESTIVES, INCL. ENZYMES;   A09A DIGESTIVES, INCL. ENZYMES;    A09AB Acid preparations;     A09AB04 Citric acid;      D00037  Citric acid, anhydrous (USP);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Anhydrous citric acid;    D00037  Citric acid, anhydrous (USP);Pharmaceutical additives in Japan [BR:br08316]; Stabilizing agent;  D00037  [001216] Anhydrous citric acid; Solubilizing agent;  D00037  [001216] Anhydrous citric acid; Buffering agent;  D00037  [001216] Anhydrous citric acid; Flavoring substance;  D00037  [001216] Anhydrous citric acid; Coating agent;  D00037  [001216] Anhydrous citric acid; Bloating agent;  D00037  [001216] Anhydrous citric acid; pH regulator;  D00037  [001216] Anhydrous citric acid; Diluting agent;  D00037  [001216] Anhydrous citric acid; Disintegrant;  D00037  [001216] Anhydrous citric acid; Disintegrating adjuvant;  D00037  [001216] Anhydrous citric acid; Solubilization agent;  D00037  [001216] Anhydrous citric acid;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00037  Anhydrous citric acid",CAS: 77-92-9;PubChem: 3458;ChEBI: 16947 30769;ChEMBL: CHEMBL1261;KNApSAcK: C00007619;PDB-CCD: CIT FLC;3DMET: B00046;NIKKAJI: J2.824J
C05598,C10H11NO3,193.1992,193.0739,Phenylalanine metabolism,Phenylacetylglycine,R05841,R05841,,CAS: 500-98-1;PubChem: 7922;ChEBI: 27480;ChEMBL: CHEMBL458497;3DMET: B00803;NIKKAJI: J11.682C
C00191,C6H10O7,194.1394,194.0427,Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Amino sugar and nucleotide sugar metabolism;Inositol phosphate metabolism;Metabolic pathways,D-Glucuronate;Glucuronic acid;Glucuronate,R01184 R01476 R01478 R01480 R01481 R01482 R01483 R01484;R04512 R04979 R06143 R07818 R08127 R08260 R08615 R09447;R09533 R10134 R10830 R10842,R01184 R01476 R01478 R01480 R01481 R01482 R01483 R01484;R04512 R04979 R06143 R07818 R08127 R08260 R08615 R09447;R09533 R10134 R10830 R10842,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Sugar acids;    C00191  D-Glucuronic acid;Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Sodium glucuronate hydrate;    C00191  D-Glucuronate,CAS: 6556-12-3;PubChem: 3491;ChEBI: 15748 4178 47952;ChEMBL: CHEMBL1159524 CHEMBL496672;KNApSAcK: C00001123;PDB-CCD: BDP GCU;3DMET: B04646;NIKKAJI: J82.112H
C00355,C9H11NO4,197.1879,197.0688,Tyrosine metabolism;Isoquinoline alkaloid biosynthesis;Betalain biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Metabolic pathways;Biosynthesis of secondary metabolites;Dopaminergic synapse;Prolactin signaling pathway;Parkinson disease;Cocaine addiction;Amphetamine addiction;Alcoholism,"3,4-Dihydroxy-L-phenylalanine;L-Dopa;3-Hydroxy-L-tyrosine;L-beta-(3,4-Dihydroxyphenyl)alanine;Levodopa;Dihydroxy-L-phenylalanine",R00031 R00045 R00731 R01815 R02075 R02076 R02077 R02078;R02080 R03672 R07212 R08443 R08827 R08836 R08846 R08920;R11916,R00031 R00045 R00731 R01815 R02075 R02076 R02077 R02078;R02080 R03672 R07212 R08443 R08827 R08836 R08846 R08920;R11916,"Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Other amino acids;    C00355  3,4-Dihydroxy-L-phenylalanine; Hormones and transmitters;  Neurotransmitters;   Amino acids;    C00355  Dopa;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; N NERVOUS SYSTEM;  N04 ANTI-PARKINSON DRUGS;   N04B DOPAMINERGIC AGENTS;    N04BA Dopa and dopa derivatives;     N04BA01 Levodopa;      D00059  Levodopa (JP17/USP/INN) &lt;JP&gt;;Therapeutic category of drugs in Japan [BR:br08301]; 1  Agents affecting nervous system and sensory organs;  11  Agents affecting central nervous system;   116  Antiparkinsonian agents;    1164  Levodopas;     D00059  Levodopa (JP17/USP/INN);Target-based classification of drugs [BR:br08310]; G Protein-coupled receptors;  Rhodopsin family;   Dopamine;    DRD;     D00059  Levodopa (JP17/USP/INN) &lt;JP&gt;;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00059  Levodopa;Drug classes of therapeutic agents [br08360.html]; Neurological agents;  D00059;Prodrugs [br08324.html]; D00059",CAS: 59-92-7;PubChem: 3648;ChEBI: 15765;ChEMBL: CHEMBL1009;KNApSAcK: C00001357;PDB-CCD: DAH;3DMET: B01224;NIKKAJI: J9.225H
C02679,C12H24O2,200.3178,200.1776,Fatty acid biosynthesis;Prodigiosin biosynthesis;Metabolic pathways;Biosynthesis of antibiotics,Dodecanoic acid;Dodecanoate;Dodecylcarboxylate;Lauric acid,R04014 R11054 R11664,R04014 R11054 R11664,Compounds with biological roles [BR:br08001]; Lipids;  Fatty acids;   Saturated fatty acids;    C02679  Lauric acid (12:0);Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0101 Straight chain fatty acids;    C02679  Dodecanoic acid;Phytochemical compounds [BR:br08003]; Fatty acids related compounds;  Fatty acids;   Saturated fatty acids;    C02679  Lauric acid,CAS: 143-07-7;PubChem: 5649;ChEBI: 18262 30805;ChEMBL: CHEMBL108766;LIPIDMAPS: LMFA01010012;LipidBank: DFA0012;KNApSAcK: C00001221;PDB-CCD: DAO;3DMET: B00483;NIKKAJI: J2.548H
C00078,C11H12N2O2,204.2252,204.0899,"Glycine, serine and threonine metabolism;Tryptophan metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Staurosporine biosynthesis;Indole alkaloid biosynthesis;Glucosinolate biosynthesis;Aminoacyl-tRNA biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Serotonergic synapse;Protein digestion and absorption;Mineral absorption;African trypanosomiasis;Central carbon metabolism in cancer",L-Tryptophan;Tryptophan;(S)-alpha-Amino-beta-(3-indolyl)-propionic acid,R00673 R00674 R00675 R00676 R00677 R00678 R00679 R00681;R00682 R00683 R00684 R00685 R01376 R01657 R01814 R02722;R03664 R05317 R07213 R08160 R08547 R09570 R09583 R09638;R10180 R10661 R11119 R11328 R12031 R12032 R12055 R12151,R00673 R00674 R00675 R00676 R00677 R00678 R00679 R00681;R00682 R00683 R00684 R00685 R01376 R01657 R01814 R02722;R03664 R05317 R07213 R08160 R08547 R09570 R09583 R09638;R10180 R10661 R11119 R11328 R12031 R12032 R12055 R12151,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Common amino acids;    C00078  Tryptophan (Trp);Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; N NERVOUS SYSTEM;  N06 PSYCHOANALEPTICS;   N06A ANTIDEPRESSANTS;    N06AX Other antidepressants;     N06AX02 Tryptophan;      D00020  Tryptophan (USP/INN);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   L-Tryptophan;    D00020  Tryptophan (USP/INN);Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00020  L-Tryptophan,CAS: 73-22-3;PubChem: 3378;ChEBI: 16828;ChEMBL: CHEMBL54976;KNApSAcK: C00001396;PDB-CCD: TRP;3DMET: B01150;NIKKAJI: J9.181B
C01251,C7H10O7,206.1501,206.0427,Lysine biosynthesis;Pyruvate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,"(R)-2-Hydroxybutane-1,2,4-tricarboxylate;Homocitrate;Homocitric acid;3-Hydroxy-3-carboxyadipic acid;(R)-2-Hydroxy-1,2,4-butanetricarboxylic acid",R00271 R03444 R09720,R00271 R03444 R09720,,PubChem: 4471;ChEBI: 17852 36457 52222;PDB-CCD: HCA;3DMET: B01423;NIKKAJI: J593.429J
C03519,C11H13NO3,207.2258,207.0895,Phenylalanine metabolism,N-Acetyl-L-phenylalanine,R00693,R00693,,CAS: 2018-61-3;PubChem: 6328;ChEBI: 16259;ChEMBL: CHEMBL55743;PDB-CCD: 5CR;3DMET: B00595;NIKKAJI: J27.562J
C02305,C4H10N3O5P,211.1131,211.0358,Arginine and proline metabolism;Metabolic pathways,Phosphocreatine;N-Phosphocreatine;Creatine phosphate,R01881 R01882 R07420,R01881 R01882 R07420,Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; C CARDIOVASCULAR SYSTEM;  C01 CARDIAC THERAPY;   C01E OTHER CARDIAC PREPARATIONS;    C01EB Other cardiac preparations;     C01EB06 Fosfocreatine;      C02305  Phosphocreatine,CAS: 67-07-2;PubChem: 5359;ChEBI: 17287;ChEMBL: CHEMBL1204644;3DMET: B00422;NIKKAJI: J4.848H
C17076,C13H26O2,214.3443,214.1933,,Tridecanoic acid,,,Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0101 Straight chain fatty acids;    C17076  Tridecanoic acid,CAS: 638-53-9;PubChem: 96023554;ChEBI: 45919;ChEMBL: CHEMBL107874;KNApSAcK: C00007422;PDB-CCD: TDA;NIKKAJI: J1.715I
